"","sample","species","nReads"
"4233","TR_201706","Balanus glandula",918
"4234","TR_201706","Bathycoccus prasinos",24568
"4235","TR_201706","Blastocladiella emersonii",643
"4236","TR_201706","Calanus pacificus",22996
"4237","TR_201706","Callithamnion corymbosum",34
"4238","TR_201706","Caulacanthus ustulatus",1039
"4239","TR_201706","Chaetoceros socialis",76
"4240","TR_201706","Chaetoceros sp. MBTD-CMFRI-S062",184
"4241","TR_201706","Chattonella subsalsa",1229
"4242","TR_201706","Chrysochromulina sp. CCMP291",689
"4243","TR_201706","Chthamalus dalli",1132
"4244","TR_201706","Crassostrea gigas",337
"4245","TR_201706","Crepipatella lingulata",4873
"4246","TR_201706","Cylindrotheca closterium",505
"4247","TR_201706","Cymbomonas tetramitiformis",135
"4248","TR_201706","Dictyocha speculum",5311
"4249","TR_201706","Ditylum brightwellii",773
"4250","TR_201706","Dolichomastix tenuilepis",89
"4251","TR_201706","Emiliania huxleyi",6709
"4252","TR_201706","Gelidiophycus freshwateri",88
"4253","TR_201706","Gelidium coulteri",148
"4254","TR_201706","Gomphonema clevei",6
"4255","TR_201706","Gracilaria vermiculophylla",479
"4256","TR_201706","Haptoglossa sp. DM2 4/12",3
"4257","TR_201706","Haramonas dimorpha",74
"4258","TR_201706","Hematodinium sp.",69
"4259","TR_201706","Lichtheimia ramosa",257
"4260","TR_201706","Lottia paradigitalis",892
"4261","TR_201706","Loxothylacus panopaei",15461
"4262","TR_201706","Micromonas pusilla",78863
"4263","TR_201706","Minutocellus polymorphus",4502
"4264","TR_201706","Mytilus trossulus",11868
"4265","TR_201706","Navicula cryptocephala",43
"4266","TR_201706","Nuttallia olivacea",287
"4267","TR_201706","Ostrea lurida",23484
"4268","TR_201706","Paracalanus sp. C AC-2013",6185
"4269","TR_201706","Pedospumella sinomuralis",100
"4270","TR_201706","Penicillium rubens",4
"4271","TR_201706","Phaeocystis antarctica",3359
"4272","TR_201706","Plagiogramma sp. IAL-2014a",8
"4273","TR_201706","Porichthys notatus",3780
"4274","TR_201706","Poteriospumella lacustris",68
"4275","TR_201706","Prasinoderma coloniale",2082
"4276","TR_201706","Protoperidinium cf. depressum",8
"4277","TR_201706","Pseudocalanus newmani",5
"4278","TR_201706","Pseudochattonella farcimen",8537
"4279","TR_201706","Pythium tracheiphilum",144
"4280","TR_201706","Rhizosolenia setigera",2024
"4281","TR_201706","Saxidomus gigantea",6
"4282","TR_201706","Skeletonema dohrnii",2859
"4283","TR_201706","Skeletonema japonicum",139
"4284","TR_201706","Thalassiosira nordenskioeldii",9450
"4285","TR_201706","Triparma laevis",1742
"4286","TR_201706",NA,533552
"4287","TR_201707","Balanus glandula",6
"4288","TR_201707","Barantolla americana CMC01",6
"4289","TR_201707","Bathycoccus prasinos",17502
"4290","TR_201707","Blastocladiella emersonii",7
"4291","TR_201707","Botrylloides violaceus",25
"4292","TR_201707","Ceramium sp. 3Cal",264
"4293","TR_201707","Chaetoceros socialis",38
"4294","TR_201707","Chrysochromulina sp. CCMP291",5
"4295","TR_201707","Crassostrea gigas",18
"4296","TR_201707","Cylindrotheca closterium",18554
"4297","TR_201707","Emiliania huxleyi",290000
"4298","TR_201707","Gelidiophycus freshwateri",20
"4299","TR_201707","Gracilaria vermiculophylla",6
"4300","TR_201707","Halichondria panicea",6
"4301","TR_201707","Hematodinium sp.",30
"4302","TR_201707","Leucocryptos marina",6
"4303","TR_201707","Littorina scutulata",4
"4304","TR_201707","Loxothylacus panopaei",302
"4305","TR_201707","Micromonas pusilla",67027
"4306","TR_201707","Minutocellus polymorphus",247735
"4307","TR_201707","Mytilus trossulus",7
"4308","TR_201707","Navicula cryptocephala",1239
"4309","TR_201707","Nitzschia cf. promare",9
"4310","TR_201707","Nitzschia longissima",450
"4311","TR_201707","Ostrea lurida",7296
"4312","TR_201707","Paracalanus sp. C AC-2013",546
"4313","TR_201707","Platynereis sp. CMC02",6
"4314","TR_201707","Podosira stelligera",143
"4315","TR_201707","Porichthys notatus",205
"4316","TR_201707","Prasinoderma coloniale",1069
"4317","TR_201707","Pseudochattonella farcimen",396
"4318","TR_201707","Ruditapes philippinarum",890
"4319","TR_201707","Saprolegnia diclina",49
"4320","TR_201707","Thalassiosira nordenskioeldii",10
"4321","TR_201707","Thalassiosira punctigera",461
"4322","TR_201707","Triparma laevis",641
"4323","TR_201707",NA,518331
"4324","TR_201708","Balanus glandula",53
"4325","TR_201708","Barantolla americana CMC01",5
"4326","TR_201708","Bathycoccus prasinos",134428
"4327","TR_201708","Callithamnion corymbosum",6
"4328","TR_201708","Caulacanthus ustulatus",42
"4329","TR_201708","Chrysochromulina sp. CCMP291",10
"4330","TR_201708","Coscinodiscus wailesii",302
"4331","TR_201708","Crassostrea gigas",154
"4332","TR_201708","Cylindrotheca closterium",385
"4333","TR_201708","Cymbomonas tetramitiformis",350
"4334","TR_201708","Dictyocha speculum",4
"4335","TR_201708","Dolichomastix tenuilepis",213
"4336","TR_201708","Emiliania huxleyi",670
"4337","TR_201708","Gallus gallus",8
"4338","TR_201708","Gracilaria vermiculophylla",41
"4339","TR_201708","Harpacticoida sp. DNZ085",265
"4340","TR_201708","Hemigrapsus oregonensis",7
"4341","TR_201708","Hemipodia simplex",22
"4342","TR_201708","Heterocapsa rotundata",35
"4343","TR_201708","Hincksia hincksiae",3
"4344","TR_201708","Homo sapiens",30
"4345","TR_201708","Lichtheimia ramosa",38
"4346","TR_201708","Littorina plena",545
"4347","TR_201708","Micromonas pusilla",200925
"4348","TR_201708","Minutocellus polymorphus",12087
"4349","TR_201708","Navicula cryptocephala",215
"4350","TR_201708","Ostrea lurida",42
"4351","TR_201708","Paracalanus sp. C AC-2013",2964
"4352","TR_201708","Porichthys notatus",44
"4353","TR_201708","Poteriospumella lacustris",100
"4354","TR_201708","Pseudochattonella farcimen",920
"4355","TR_201708","Rhizosolenia setigera",46
"4356","TR_201708","Ruditapes philippinarum",42
"4357","TR_201708","Saprolegnia diclina",314
"4358","TR_201708","Skeletonema dohrnii",15
"4359","TR_201708","Stiliger fuscovittatus",102
"4360","TR_201708","Thalassiosira nordenskioeldii",65
"4361","TR_201708","Thalassiosira punctigera",17
"4362","TR_201708","Triparma laevis",19
"4363","TR_201708",NA,630006
"4364","TR_201709","Albugo candida",5
"4365","TR_201709","Asterionellopsis guyunusae",1107
"4366","TR_201709","Balanus glandula",1504
"4367","TR_201709","Bathycoccus prasinos",39231
"4368","TR_201709","Brachionidae sp. SHYT150702c",9
"4369","TR_201709","Cafeteria roenbergensis",158
"4370","TR_201709","Caulacanthus ustulatus",817
"4371","TR_201709","Chaetoceros socialis",523
"4372","TR_201709","Chordariaceae sp. 2 AP-2014",154
"4373","TR_201709","Chrysochromulina sp. CCMP291",7
"4374","TR_201709","Cliona chilensis",829
"4375","TR_201709","Cryptocotyle lingua",166
"4376","TR_201709","Cylindrotheca closterium",1267
"4377","TR_201709","Cymatogaster aggregata",164
"4378","TR_201709","Cymbomonas tetramitiformis",319
"4379","TR_201709","Dendraster excentricus",173
"4380","TR_201709","Emiliania huxleyi",6189
"4381","TR_201709","Gracilaria vermiculophylla",13959
"4382","TR_201709","Halicyclops itohi",335
"4383","TR_201709","Haptoglossa zoospora",13
"4384","TR_201709","Harpacticoida sp. DNZ085",7449
"4385","TR_201709","Homo sapiens",647
"4386","TR_201709","Leuckartiara octona",23
"4387","TR_201709","Leucocryptos marina",157
"4388","TR_201709","Littorina plena",1343
"4389","TR_201709","Lottia paradigitalis",174
"4390","TR_201709","Micromonas pusilla",34294
"4391","TR_201709","Minutocellus polymorphus",102882
"4392","TR_201709","Monocorophium acherusicum",7
"4393","TR_201709","Muggiaea atlantica",12
"4394","TR_201709","Mytilus trossulus",55
"4395","TR_201709","Nanomia cara",13
"4396","TR_201709","Navicula cryptocephala",42
"4397","TR_201709","Nuttallia olivacea",16
"4398","TR_201709","Paracalanus sp. C AC-2013",5
"4399","TR_201709","Pedospumella sinomuralis",75
"4400","TR_201709","Petalonia fascia",50
"4401","TR_201709","Phaeocystis antarctica",5
"4402","TR_201709","Prasinoderma coloniale",59
"4403","TR_201709","Pseudochattonella farcimen",283
"4404","TR_201709","Pycnococcus provasolii",52
"4405","TR_201709","Pythium tracheiphilum",293
"4406","TR_201709","Ruditapes philippinarum",5870
"4407","TR_201709","Skeletonema dohrnii",83
"4408","TR_201709","Thalassiosira nordenskioeldii",34
"4409","TR_201709","Triparma laevis",2141
"4410","TR_201709",NA,271606
"4411","TR_201711","Articulospora tetracladia",29
"4412","TR_201711","Balanus glandula",147
"4413","TR_201711","Bathycoccus prasinos",20103
"4414","TR_201711","Botrylloides violaceus",22
"4415","TR_201711","Brachionidae sp. SHYT150702c",28
"4416","TR_201711","Callithamnion corymbosum",232
"4417","TR_201711","Caulacanthus ustulatus",475
"4418","TR_201711","Chaetoceros socialis",8206
"4419","TR_201711","Chattonella subsalsa",296
"4420","TR_201711","Chordariaceae sp. 2 AP-2014",6
"4421","TR_201711","Chrysochromulina sp. CCMP291",544
"4422","TR_201711","Cliona chilensis",24
"4423","TR_201711","Cylindrotheca closterium",421
"4424","TR_201711","Dictyocha speculum",119
"4425","TR_201711","Ditylum brightwellii",626
"4426","TR_201711","Emiliania huxleyi",5920
"4427","TR_201711","Gelidiophycus freshwateri",32
"4428","TR_201711","Harpacticoida sp. DNZ085",4
"4429","TR_201711","Hematodinium sp.",30
"4430","TR_201711","Hincksia hincksiae",225
"4431","TR_201711","Homo sapiens",28
"4432","TR_201711","Hypogymnia vittata",1802
"4433","TR_201711","Karlodinium veneficum",68
"4434","TR_201711","Leitoscoloplos pugettensis CMC01",108
"4435","TR_201711","Lichtheimia ramosa",15
"4436","TR_201711","Littorina plena",3
"4437","TR_201711","Melosira nummuloides",15721
"4438","TR_201711","Micromonas pusilla",3567
"4439","TR_201711","Minutocellus polymorphus",6112
"4440","TR_201711","Muggiaea atlantica",179
"4441","TR_201711","Mytilus trossulus",55
"4442","TR_201711","Navicula cryptocephala",26
"4443","TR_201711","Ostrea lurida",443
"4444","TR_201711","Paracalanus sp. C AC-2013",88
"4445","TR_201711","Pedospumella sinomuralis",6
"4446","TR_201711","Phaeocystis antarctica",11962
"4447","TR_201711","Phaeocystis globosa",953
"4448","TR_201711","Phytophthora megasperma",1646
"4449","TR_201711","Phytophthora taxon paludosa",68
"4450","TR_201711","Poteriospumella lacustris",110
"4451","TR_201711","Protoperidinium cf. depressum",228
"4452","TR_201711","Pseudochattonella farcimen",96
"4453","TR_201711","Pycnococcus provasolii",3297
"4454","TR_201711","Pythium pachycaule",3
"4455","TR_201711","Pythium sp. CAL-2011c",7
"4456","TR_201711","Pythium tracheiphilum",220
"4457","TR_201711","Rhizosolenia setigera",343
"4458","TR_201711","Ruditapes philippinarum",111
"4459","TR_201711","Skeletonema dohrnii",260
"4460","TR_201711","Skeletonema japonicum",39
"4461","TR_201711","Styela gibbsii",5
"4462","TR_201711","Thalassiosira nordenskioeldii",1809
"4463","TR_201711","Thalassiosira punctigera",1148
"4464","TR_201711","Triparma laevis",431
"4465","TR_201711",NA,281772
"4466","TR_201801","Balanus balanus",9553
"4467","TR_201801","Balanus glandula",396
"4468","TR_201801","Bathycoccus prasinos",125331
"4469","TR_201801","Centropages abdominalis",3517
"4470","TR_201801","Chaetoceros socialis",58
"4471","TR_201801","Chattonella subsalsa",1291
"4472","TR_201801","Chthamalus dalli",9
"4473","TR_201801","Dendraster excentricus",84
"4474","TR_201801","Dictyocha speculum",8091
"4475","TR_201801","Ditylum brightwellii",316
"4476","TR_201801","Gelidiophycus freshwateri",146
"4477","TR_201801","Hemigrapsus oregonensis",103
"4478","TR_201801","Heterocapsa rotundata",1660
"4479","TR_201801","Hincksia hincksiae",3208
"4480","TR_201801","Homo sapiens",159
"4481","TR_201801","Littorina plena",1751
"4482","TR_201801","Lottia paradigitalis",287
"4483","TR_201801","Melosira nummuloides",6111
"4484","TR_201801","Micromonas pusilla",106953
"4485","TR_201801","Minutocellus polymorphus",30311
"4486","TR_201801","Muggiaea atlantica",4
"4487","TR_201801","Nitzschia cf. recta RT-2009",52
"4488","TR_201801","Paracalanus sp. C AC-2013",43
"4489","TR_201801","Phaeocystis antarctica",15628
"4490","TR_201801","Phaeocystis globosa",556
"4491","TR_201801","Pycnococcus provasolii",247
"4492","TR_201801","Pyramimonas parkeae",40
"4493","TR_201801","Pythium pachycaule",32
"4494","TR_201801","Pythium tracheiphilum",67
"4495","TR_201801","Rhizosolenia setigera",76
"4496","TR_201801","Skeletonema dohrnii",42
"4497","TR_201801","Stelligera rigida",258
"4498","TR_201801","Thalassionema nitzschioides",383
"4499","TR_201801","Thalassiosira nordenskioeldii",835
"4500","TR_201801","Thalassiosira punctigera",6
"4501","TR_201801","Triparma laevis",1287
"4502","TR_201801",NA,69410
"4503","TR_201803","Acartia longiremis",93
"4504","TR_201803","Albugo candida",5
"4505","TR_201803","Amynthas sp. FJ201111-06",196
"4506","TR_201803","Attheya longicornis",298
"4507","TR_201803","Balanus balanus",1541
"4508","TR_201803","Balanus glandula",7761
"4509","TR_201803","Brachionidae sp. SHYT150702c",3
"4510","TR_201803","Calanus pacificus",6206
"4511","TR_201803","Caulacanthus ustulatus",12
"4512","TR_201803","Centropages abdominalis",15517
"4513","TR_201803","Chaetoceros socialis",404
"4514","TR_201803","Chaetoceros sp. MBTD-CMFRI-S045",55
"4515","TR_201803","Chattonella subsalsa",190
"4516","TR_201803","Chthamalus dalli",9586
"4517","TR_201803","Clunio tsushimensis",21832
"4518","TR_201803","Coscinodiscus wailesii",297
"4519","TR_201803","Crassostrea gigas",6
"4520","TR_201803","Cylindrotheca closterium",279
"4521","TR_201803","Dictyocha speculum",126
"4522","TR_201803","Ditylum brightwellii",599
"4523","TR_201803","Gelidiophycus freshwateri",78
"4524","TR_201803","Gracilaria vermiculophylla",337
"4525","TR_201803","Harmothoe fragilis",4146
"4526","TR_201803","Hematodinium sp.",188
"4527","TR_201803","Homo sapiens",735
"4528","TR_201803","Lichtheimia ramosa",31
"4529","TR_201803","Littorina plena",30696
"4530","TR_201803","Lottia paradigitalis",243
"4531","TR_201803","Melanosiphon intestinalis",23
"4532","TR_201803","Melosira nummuloides",382
"4533","TR_201803","Membranipora membranacea",18
"4534","TR_201803","Micromonas pusilla",5
"4535","TR_201803","Minutocellus polymorphus",389
"4536","TR_201803","Muggiaea atlantica",413
"4537","TR_201803","Navicula cryptocephala",79
"4538","TR_201803","Navicula sp. BOLD:AAO6949",5
"4539","TR_201803","Nitzschia cf. promare",26
"4540","TR_201803","Nitzschia cf. recta RT-2009",2
"4541","TR_201803","Onchidoris bilamellata",84
"4542","TR_201803","Paramoeba pemaquidensis",31
"4543","TR_201803","Parvamoeba rugata",28
"4544","TR_201803","Pedospumella sinomuralis",33
"4545","TR_201803","Petalonia fascia",253
"4546","TR_201803","Phaeocystis antarctica",630
"4547","TR_201803","Phaeocystis globosa",7
"4548","TR_201803","Platynereis sp. CMC02",9
"4549","TR_201803","Podosira stelligera",436
"4550","TR_201803","Polynoidae sp. C_0250",3585
"4551","TR_201803","Poteriospumella lacustris",21
"4552","TR_201803","Protoperidinium cf. depressum",17
"4553","TR_201803","Pseudo-nitzschia delicatissima",28
"4554","TR_201803","Pseudocalanus newmani",126
"4555","TR_201803","Pythium pachycaule",14
"4556","TR_201803","Pythium tracheiphilum",209
"4557","TR_201803","Rhizosolenia setigera",2385
"4558","TR_201803","Scopalina ruetzleri",62
"4559","TR_201803","Scytosiphon lomentaria",14
"4560","TR_201803","Skeletonema japonicum",616
"4561","TR_201803","Synchaeta pectinata",445
"4562","TR_201803","Thalassionema nitzschioides",99
"4563","TR_201803","Thalassiosira nordenskioeldii",2630
"4564","TR_201803","Thalassiosira punctigera",203
"4565","TR_201803","Triparma laevis",95
"4566","TR_201803",NA,246991
"4567","TR_201805","Aequorea sp. MW-2012",130
"4568","TR_201805","Albugo candida",15
"4569","TR_201805","Anisolpidium rosenvingei",244
"4570","TR_201805","Attheya longicornis",31
"4571","TR_201805","Bathycoccus prasinos",413
"4572","TR_201805","Botrylloides violaceus",9
"4573","TR_201805","Calanus pacificus",66
"4574","TR_201805","Callithamnion corymbosum",19
"4575","TR_201805","Caulacanthus ustulatus",21
"4576","TR_201805","Ceramium sp. 3Cal",82
"4577","TR_201805","Chattonella subsalsa",61
"4578","TR_201805","Chondracanthus exasperatus",153
"4579","TR_201805","Chrysochromulina sp. CCMP291",16
"4580","TR_201805","Cliona chilensis",43
"4581","TR_201805","Clytia languida",5
"4582","TR_201805","Coscinodiscus wailesii",1023
"4583","TR_201805","Cylindrotheca closterium",2649
"4584","TR_201805","Dictyocha speculum",158
"4585","TR_201805","Ditylum brightwellii",94
"4586","TR_201805","Ectocarpus siliculosus",87
"4587","TR_201805","Emiliania huxleyi",1139
"4588","TR_201805","Evasterias troschelii",4
"4589","TR_201805","Gomphonema parvulum",454
"4590","TR_201805","Gracilaria vermiculophylla",8
"4591","TR_201805","Harpacticoida sp. DNZ085",10021
"4592","TR_201805","Leucocryptos marina",8
"4593","TR_201805","Lichtheimia ramosa",71
"4594","TR_201805","Littorina plena",5055
"4595","TR_201805","Littorina scutulata",177
"4596","TR_201805","Lomentaria hakodatensis",33
"4597","TR_201805","Lottia paradigitalis",392
"4598","TR_201805","Mayamaea permitis",46
"4599","TR_201805","Melosira nummuloides",101
"4600","TR_201805","Micromonas pusilla",8876
"4601","TR_201805","Minutocellus polymorphus",15004
"4602","TR_201805","Mytilus trossulus",9
"4603","TR_201805","Navicula cryptocephala",287
"4604","TR_201805","Navicula ramosissima",312
"4605","TR_201805","Nitzschia cf. promare",1027
"4606","TR_201805","Nitzschia cf. recta RT-2009",131
"4607","TR_201805","Nitzschia longissima",359
"4608","TR_201805","Nuttallia olivacea",30
"4609","TR_201805","Obelia bidentata",32
"4610","TR_201805","Orthopyxis integra",16
"4611","TR_201805","Ostrea lurida",63535
"4612","TR_201805","Paracalanus sp. C AC-2013",122
"4613","TR_201805","Paramoeba pemaquidensis",32
"4614","TR_201805","Parvamoeba rugata",41
"4615","TR_201805","Pectinaria granulata CMC01",972
"4616","TR_201805","Pedospumella sinomuralis",93
"4617","TR_201805","Penicillium rubens",8
"4618","TR_201805","Pennaria disticha",19
"4619","TR_201805","Petalonia fascia",13
"4620","TR_201805","Phacellophora camtschatica",62
"4621","TR_201805","Pinnularia sp. 5 CS-2011",8242
"4622","TR_201805","Pinnularia subanglica",25
"4623","TR_201805","Pisaster ochraceus",28573
"4624","TR_201805","Placoneis sp. WJS-2015a",9
"4625","TR_201805","Platynereis sp. CMC02",152
"4626","TR_201805","Podosira stelligera",1229
"4627","TR_201805","Porichthys notatus",13738
"4628","TR_201805","Poteriospumella lacustris",6
"4629","TR_201805","Pseudochattonella farcimen",649
"4630","TR_201805","Pycnococcus provasolii",72
"4631","TR_201805","Rhinogobiops nicholsii",655
"4632","TR_201805","Rhizosolenia setigera",314
"4633","TR_201805","Saprolegnia diclina",490
"4634","TR_201805","Sarcodiotheca sp. 2gaudichaudii",22
"4635","TR_201805","Scopalina ruetzleri",31
"4636","TR_201805","Sellaphora pupula",484
"4637","TR_201805","Skeletonema dohrnii",32
"4638","TR_201805","Thalassionema nitzschioides",98
"4639","TR_201805","Thalassiosira nordenskioeldii",1592
"4640","TR_201805","Thalassiosira punctigera",4841
"4641","TR_201805","Triparma laevis",1489
"4642","TR_201805",NA,189022
"4643","TR_201807","Acremonium cf. chrysogenum DAOM 226667",52
"4644","TR_201807","Bathycoccus prasinos",12652
"4645","TR_201807","Botrylloides violaceus",16
"4646","TR_201807","Calanus pacificus",747
"4647","TR_201807","Caulacanthus ustulatus",125
"4648","TR_201807","Ceramium sp. 3Cal",3
"4649","TR_201807","Chaetoceros socialis",16
"4650","TR_201807","Chrysochromulina sp. CCMP291",56
"4651","TR_201807","Chthamalus dalli",39
"4652","TR_201807","Cliona chilensis",95
"4653","TR_201807","Clunio tsushimensis",50
"4654","TR_201807","Crassostrea gigas",375
"4655","TR_201807","Cylindrotheca closterium",441
"4656","TR_201807","Cylindrotheca fusiformis",3
"4657","TR_201807","Cymbomonas tetramitiformis",190
"4658","TR_201807","Emiliania huxleyi",5412
"4659","TR_201807","Gelidiophycus freshwateri",5
"4660","TR_201807","Gracilaria vermiculophylla",177
"4661","TR_201807","Harpacticoida sp. DNZ085",44
"4662","TR_201807","Hemigrapsus oregonensis",9
"4663","TR_201807","Heterocapsa rotundata",20
"4664","TR_201807","Homo sapiens",36
"4665","TR_201807","Kellia porculus",36
"4666","TR_201807","Lichtheimia ramosa",63
"4667","TR_201807","Littorina plena",57
"4668","TR_201807","Lottia paradigitalis",171
"4669","TR_201807","Loxothylacus panopaei",113
"4670","TR_201807","Martensia jejuensis",11
"4671","TR_201807","Membranipora membranacea",53
"4672","TR_201807","Micromonas pusilla",28789
"4673","TR_201807","Minutocellus polymorphus",35948
"4674","TR_201807","Mytilus trossulus",40
"4675","TR_201807","Navicula cryptocephala",68
"4676","TR_201807","Nitzschia cf. promare",20
"4677","TR_201807","Ostrea lurida",487
"4678","TR_201807","Paracalanus sp. C AC-2013",6769
"4679","TR_201807","Paramoeba pemaquidensis",20
"4680","TR_201807","Penicillium rubens",290
"4681","TR_201807","Penicillium sclerotiorum",35
"4682","TR_201807","Phaeocystis antarctica",62
"4683","TR_201807","Phaeocystis globosa",46
"4684","TR_201807","Platynereis sp. CMC02",6
"4685","TR_201807","Podosira stelligera",125
"4686","TR_201807","Porichthys notatus",460
"4687","TR_201807","Poteriospumella lacustris",1000
"4688","TR_201807","Prasinoderma coloniale",685
"4689","TR_201807","Protoperidinium cf. depressum",9
"4690","TR_201807","Pseudo-nitzschia hasleana",71
"4691","TR_201807","Pseudocalanus newmani",266
"4692","TR_201807","Pseudochattonella farcimen",231
"4693","TR_201807","Pycnococcus provasolii",6643
"4694","TR_201807","Pythium sp. CAL-2011c",26
"4695","TR_201807","Rhizosolenia setigera",156
"4696","TR_201807","Ruditapes philippinarum",357
"4697","TR_201807","Saprolegnia diclina",22
"4698","TR_201807","Styela gibbsii",83
"4699","TR_201807","Thalassionema nitzschioides",769
"4700","TR_201807","Thalassiosira nordenskioeldii",337
"4701","TR_201807","Thalassiosira punctigera",27
"4702","TR_201807","Triparma laevis",39
"4703","TR_201807",NA,261622
"4704","TW_201703","Alitta sp. CMC01",70
"4705","TW_201703","Balanus balanus",229
"4706","TW_201703","Balanus glandula",6708
"4707","TW_201703","Barantolla americana CMC01",599
"4708","TW_201703","Bathycoccus prasinos",635282
"4709","TW_201703","Caulacanthus ustulatus",92
"4710","TW_201703","Centropages abdominalis",73
"4711","TW_201703","Chaetoceros socialis",564
"4712","TW_201703","Chattonella subsalsa",4789
"4713","TW_201703","Chordariaceae sp. 7 AP-2014",3570
"4714","TW_201703","Chrysochromulina sp. CCMP291",5
"4715","TW_201703","Coscinodiscus wailesii",12
"4716","TW_201703","Cylindrotheca closterium",82
"4717","TW_201703","Dictyocha speculum",15056
"4718","TW_201703","Emiliania huxleyi",20
"4719","TW_201703","Emplectonema sp. 1 TCH-2015",5
"4720","TW_201703","Hemigrapsus oregonensis",6
"4721","TW_201703","Heterocapsa rotundata",2666
"4722","TW_201703","Hincksia hincksiae",61
"4723","TW_201703","Homo sapiens",1385
"4724","TW_201703","Karlodinium veneficum",56
"4725","TW_201703","Leitoscoloplos pugettensis CMC01",185
"4726","TW_201703","Littorina plena",5
"4727","TW_201703","Lottia paradigitalis",111
"4728","TW_201703","Micromonas pusilla",190979
"4729","TW_201703","Minutocellus polymorphus",4079
"4730","TW_201703","Navicula cryptocephala",17
"4731","TW_201703","Nereis vexillosa",5
"4732","TW_201703","Nitzschia cf. promare",53
"4733","TW_201703","Nitzschia longissima",30
"4734","TW_201703","Ostrea lurida",25
"4735","TW_201703","Paracalanus sp. C AC-2013",18
"4736","TW_201703","Paranemertes californica",3433
"4737","TW_201703","Phaeocystis antarctica",38936
"4738","TW_201703","Phaeocystis globosa",5
"4739","TW_201703","Polychaeta sp. BOLD:ACQ0474",28
"4740","TW_201703","Poteriospumella lacustris",3475
"4741","TW_201703","Pseudochattonella farcimen",91
"4742","TW_201703","Pyramimonas parkeae",829
"4743","TW_201703","Pythium pachycaule",46
"4744","TW_201703","Pythium sp. CAL-2011c",9
"4745","TW_201703","Rhizosolenia setigera",15
"4746","TW_201703","Rhodotorula taiwanensis",3
"4747","TW_201703","Ruditapes philippinarum",53
"4748","TW_201703","Scopalina ruetzleri",47
"4749","TW_201703","Skeletonema dohrnii",121
"4750","TW_201703","Thalassionema nitzschioides",59
"4751","TW_201703","Thalassiosira nordenskioeldii",1041
"4752","TW_201703","Triparma laevis",18237
"4753","TW_201703",NA,1338524
"4754","TW_201705","Aequorea sp. MW-2012",259
"4755","TW_201705","Attheya longicornis",625
"4756","TW_201705","Balanus glandula",442
"4757","TW_201705","Bathycoccus prasinos",771
"4758","TW_201705","Calanus pacificus",13
"4759","TW_201705","Callithamnion corymbosum",7
"4760","TW_201705","Carcinonemertes errans",3060
"4761","TW_201705","Chaetoceros socialis",8788
"4762","TW_201705","Chaetoceros sp. MBTD-CMFRI-S062",2
"4763","TW_201705","Chattonella subsalsa",5
"4764","TW_201705","Chrysochromulina sp. CCMP291",357
"4765","TW_201705","Chthamalus dalli",8363
"4766","TW_201705","Cylindrotheca closterium",1550
"4767","TW_201705","Dendraster excentricus",532
"4768","TW_201705","Dictyocha speculum",7976
"4769","TW_201705","Ditylum brightwellii",189
"4770","TW_201705","Emiliania huxleyi",1984
"4771","TW_201705","Emplectonema sp. 1 TCH-2015",70
"4772","TW_201705","Hematodinium sp.",14
"4773","TW_201705","Heterosigma akashiwo",3
"4774","TW_201705","Homo sapiens",14
"4775","TW_201705","Lagenidium giganteum",5
"4776","TW_201705","Littorina plena",31027
"4777","TW_201705","Littorina scutulata",58
"4778","TW_201705","Micromonas pusilla",111045
"4779","TW_201705","Minutocellus polymorphus",815
"4780","TW_201705","Musculista senhousia",3
"4781","TW_201705","Mytilus trossulus",8010
"4782","TW_201705","Navicula cryptocephala",4
"4783","TW_201705","Nitzschia cf. promare",38
"4784","TW_201705","Nuttallia olivacea",21
"4785","TW_201705","Paracalanus sp. C AC-2013",197
"4786","TW_201705","Paranemertes californica",20
"4787","TW_201705","Pedospumella sinomuralis",8
"4788","TW_201705","Phaeocystis antarctica",3
"4789","TW_201705","Plagiogramma sp. IAL-2014a",3
"4790","TW_201705","Poteriospumella lacustris",4
"4791","TW_201705","Prasinoderma coloniale",95
"4792","TW_201705","Protoperidinium cf. depressum",468
"4793","TW_201705","Pseudochattonella farcimen",526
"4794","TW_201705","Pyropia haitanensis",122
"4795","TW_201705","Pythium tracheiphilum",24
"4796","TW_201705","Rhizosolenia setigera",679
"4797","TW_201705","Ruditapes philippinarum",478
"4798","TW_201705","Saprolegnia diclina",45
"4799","TW_201705","Saxidomus gigantea",5
"4800","TW_201705","Skeletonema dohrnii",305
"4801","TW_201705","Skeletonema japonicum",9
"4802","TW_201705","Thalassiosira nordenskioeldii",28889
"4803","TW_201705","Triparma laevis",84
"4804","TW_201705","Wildemania amplissima",4
"4805","TW_201705",NA,267092
"4806","TW_201706","Acrochaetium moniliforme",11
"4807","TW_201706","Aequorea sp. MW-2012",1085
"4808","TW_201706","Alitta sp. CMC01",52
"4809","TW_201706","Amphicaryon earnesti",18
"4810","TW_201706","Anisolpidium rosenvingei",61
"4811","TW_201706","Asterionellopsis guyunusae",232
"4812","TW_201706","Attheya longicornis",24
"4813","TW_201706","Bathycoccus prasinos",26992
"4814","TW_201706","Calanus pacificus",22
"4815","TW_201706","Callithamnion corymbosum",15
"4816","TW_201706","Caulacanthus ustulatus",223
"4817","TW_201706","Chaetoceros socialis",197
