"","sample","species","nReads"
"15313","TR_201705A.3","Dendraster excentricus",43
"15314","TR_201705A.3","Dictyocha speculum",111
"15315","TR_201705A.3","Ditylum brightwellii",665
"15316","TR_201705A.3","Dolichomastix tenuilepis",38
"15317","TR_201705A.3","Emiliania huxleyi",148
"15318","TR_201705A.3","Haramonas dimorpha",3
"15319","TR_201705A.3","Hediste diadroma",30
"15320","TR_201705A.3","Micromonas pusilla",12343
"15321","TR_201705A.3","Monocorophium acherusicum",116
"15322","TR_201705A.3","Mytilus trossulus",24
"15323","TR_201705A.3","Nanomia cara",10
"15324","TR_201705A.3","Ostrea lurida",165
"15325","TR_201705A.3","Paracalanus sp. C AC-2013",62
"15326","TR_201705A.3","Plagiogramma sp. IAL-2014a",4
"15327","TR_201705A.3","Porichthys notatus",1864
"15328","TR_201705A.3","Pythium tracheiphilum",19
"15329","TR_201705A.3","Rhizosolenia setigera",123
"15330","TR_201705A.3","Saprolegnia diclina",2272
"15331","TR_201705A.3","Skeletonema japonicum",154
"15332","TR_201705A.3","Synchaeta pectinata",17
"15333","TR_201705A.3","Thalassiosira nordenskioeldii",601
"15334","TR_201705A.3","Thalassiosira punctigera",60
"15335","TR_201705A.3","Triparma laevis",310
"15336","TR_201705A.3",NA,43996
"15337","TR_201705B.1","Aequorea sp. MW-2012",7
"15338","TR_201705B.1","Alitta sp. CMC01",9
"15339","TR_201705B.1","Amphicaryon earnesti",7
"15340","TR_201705B.1","Asterionellopsis guyunusae",48
"15341","TR_201705B.1","Attheya longicornis",281
"15342","TR_201705B.1","Bathycoccus prasinos",249
"15343","TR_201705B.1","Brachionidae sp. SHYT150702c",84
"15344","TR_201705B.1","Centropages abdominalis",5160
"15345","TR_201705B.1","Chaetoceros socialis",1329
"15346","TR_201705B.1","Chrysochromulina sp. CCMP291",115
"15347","TR_201705B.1","Chthamalus dalli",226
"15348","TR_201705B.1","Cliona chilensis",122
"15349","TR_201705B.1","Coscinodiscus wailesii",5
"15350","TR_201705B.1","Cylindrotheca closterium",184
"15351","TR_201705B.1","Dictyocha speculum",73
"15352","TR_201705B.1","Ditylum brightwellii",496
"15353","TR_201705B.1","Dolichomastix tenuilepis",12
"15354","TR_201705B.1","Emiliania huxleyi",2038
"15355","TR_201705B.1","Gracilaria vermiculophylla",42
"15356","TR_201705B.1","Halichondria panicea",18
"15357","TR_201705B.1","Haramonas dimorpha",13
"15358","TR_201705B.1","Harpacticoida sp. DNZ085",40
"15359","TR_201705B.1","Micromonas pusilla",19634
"15360","TR_201705B.1","Minutocellus polymorphus",176
"15361","TR_201705B.1","Monocorophium acherusicum",40
"15362","TR_201705B.1","Mytilus trossulus",140
"15363","TR_201705B.1","Navicula cryptocephala",6
"15364","TR_201705B.1","Nitzschia cf. promare",5
"15365","TR_201705B.1","Nitzschia longissima",16
"15366","TR_201705B.1","Ostrea lurida",499
"15367","TR_201705B.1","Paracalanus sp. C AC-2013",25
"15368","TR_201705B.1","Porichthys notatus",835
"15369","TR_201705B.1","Protoperidinium cf. depressum",11
"15370","TR_201705B.1","Pseudo-nitzschia delicatissima",6
"15371","TR_201705B.1","Pseudochattonella farcimen",21
"15372","TR_201705B.1","Rhizosolenia setigera",82
"15373","TR_201705B.1","Saprolegnia diclina",1371
"15374","TR_201705B.1","Skeletonema japonicum",161
"15375","TR_201705B.1","Thalassiosira nordenskioeldii",396
"15376","TR_201705B.1","Triparma laevis",268
"15377","TR_201705B.1",NA,45993
"15378","TR_201705B.2","Aequorea sp. MW-2012",67
"15379","TR_201705B.2","Alitta sp. CMC01",108
"15380","TR_201705B.2","Asterionellopsis glacialis",15
"15381","TR_201705B.2","Attheya longicornis",409
"15382","TR_201705B.2","Brachionidae sp. SHYT150702c",35
"15383","TR_201705B.2","Centropages abdominalis",5650
"15384","TR_201705B.2","Chaetoceros socialis",1116
"15385","TR_201705B.2","Chrysochromulina sp. CCMP291",161
"15386","TR_201705B.2","Chthamalus dalli",181
"15387","TR_201705B.2","Cliona chilensis",11
"15388","TR_201705B.2","Coscinodiscus wailesii",33
"15389","TR_201705B.2","Cylindrotheca closterium",186
"15390","TR_201705B.2","Cymbomonas tetramitiformis",25
"15391","TR_201705B.2","Dictyocha speculum",25
"15392","TR_201705B.2","Ditylum brightwellii",633
"15393","TR_201705B.2","Dolichomastix tenuilepis",57
"15394","TR_201705B.2","Emiliania huxleyi",2496
"15395","TR_201705B.2","Gelidiophycus freshwateri",10
"15396","TR_201705B.2","Haramonas dimorpha",39
"15397","TR_201705B.2","Heterosigma akashiwo",4
"15398","TR_201705B.2","Homo sapiens",8
"15399","TR_201705B.2","Leuckartiara octona",110
"15400","TR_201705B.2","Loxothylacus panopaei",4
"15401","TR_201705B.2","Micromonas pusilla",18592
"15402","TR_201705B.2","Minutocellus polymorphus",68
"15403","TR_201705B.2","Mytilus trossulus",228
"15404","TR_201705B.2","Nitzschia longissima",53
"15405","TR_201705B.2","Ostrea lurida",203
"15406","TR_201705B.2","Paracalanus sp. C AC-2013",37
"15407","TR_201705B.2","Pennaria disticha",13
"15408","TR_201705B.2","Phytophthora sp. 2 EEO-2011",12
"15409","TR_201705B.2","Platynereis sp. CMC02",10
"15410","TR_201705B.2","Porichthys notatus",2537
"15411","TR_201705B.2","Prasinoderma coloniale",3
"15412","TR_201705B.2","Pseudo-nitzschia hasleana",65
"15413","TR_201705B.2","Rhizosolenia setigera",118
"15414","TR_201705B.2","Saprolegnia diclina",1703
"15415","TR_201705B.2","Skeletonema japonicum",239
"15416","TR_201705B.2","Synchaeta pectinata",38
"15417","TR_201705B.2","Thalassiosira nordenskioeldii",319
"15418","TR_201705B.2","Thalassiosira punctigera",7
"15419","TR_201705B.2","Triparma laevis",343
"15420","TR_201705B.2",NA,47733
"15421","TR_201705B.3","Acartia longiremis",44
"15422","TR_201705B.3","Aequorea sp. MW-2012",40
"15423","TR_201705B.3","Attheya longicornis",482
"15424","TR_201705B.3","Bathycoccus prasinos",16
"15425","TR_201705B.3","Brachionidae sp. SHYT150702c",82
"15426","TR_201705B.3","Calanus pacificus",24
"15427","TR_201705B.3","Centropages abdominalis",3943
"15428","TR_201705B.3","Chaetoceros socialis",1631
"15429","TR_201705B.3","Chrysochromulina sp. CCMP291",87
"15430","TR_201705B.3","Chthamalus dalli",417
"15431","TR_201705B.3","Cliona chilensis",107
"15432","TR_201705B.3","Coscinodiscus wailesii",57
"15433","TR_201705B.3","Cylindrotheca closterium",96
"15434","TR_201705B.3","Dictyocha speculum",63
"15435","TR_201705B.3","Ditylum brightwellii",869
"15436","TR_201705B.3","Emiliania huxleyi",1403
"15437","TR_201705B.3","Gomphonema clevei",10
"15438","TR_201705B.3","Haramonas dimorpha",25
"15439","TR_201705B.3","Homo sapiens",60
"15440","TR_201705B.3","Micromonas pusilla",16296
"15441","TR_201705B.3","Minutocellus polymorphus",301
"15442","TR_201705B.3","Monocorophium acherusicum",6
"15443","TR_201705B.3","Mytilus trossulus",154
"15444","TR_201705B.3","Navicula cryptocephala",23
"15445","TR_201705B.3","Nitzschia longissima",43
"15446","TR_201705B.3","Ostrea lurida",485
"15447","TR_201705B.3","Paracalanus sp. C AC-2013",75
"15448","TR_201705B.3","Phytophthora sp. 2 EEO-2011",6
"15449","TR_201705B.3","Porichthys notatus",3431
"15450","TR_201705B.3","Pseudochattonella farcimen",2
"15451","TR_201705B.3","Pythium tracheiphilum",25
"15452","TR_201705B.3","Rhizosolenia setigera",121
"15453","TR_201705B.3","Saprolegnia diclina",1836
"15454","TR_201705B.3","Skeletonema dohrnii",18
"15455","TR_201705B.3","Skeletonema japonicum",168
"15456","TR_201705B.3","Synchaeta pectinata",18
"15457","TR_201705B.3","Thalassiosira nordenskioeldii",478
"15458","TR_201705B.3","Thalassiosira punctigera",10
"15459","TR_201705B.3","Triparma laevis",426
"15460","TR_201705B.3",NA,42511
"15461","TR_201705C.1","Aequorea sp. MW-2012",61
"15462","TR_201705C.1","Attheya longicornis",47
"15463","TR_201705C.1","Bathycoccus prasinos",453
"15464","TR_201705C.1","Brachionidae sp. SHYT150702c",12
"15465","TR_201705C.1","Centropages abdominalis",5278
"15466","TR_201705C.1","Chaetoceros socialis",354
"15467","TR_201705C.1","Chrysochromulina sp. CCMP291",28
"15468","TR_201705C.1","Cliona chilensis",86
"15469","TR_201705C.1","Cylindrotheca closterium",74
"15470","TR_201705C.1","Dictyocha speculum",7
"15471","TR_201705C.1","Ditylum brightwellii",183
"15472","TR_201705C.1","Dolichomastix tenuilepis",23
"15473","TR_201705C.1","Emiliania huxleyi",20706
"15474","TR_201705C.1","Haramonas dimorpha",10
"15475","TR_201705C.1","Micromonas pusilla",11496
"15476","TR_201705C.1","Minutocellus polymorphus",2438
"15477","TR_201705C.1","Mytilus trossulus",20
"15478","TR_201705C.1","Ostrea lurida",105
"15479","TR_201705C.1","Paracalanus sp. C AC-2013",37
"15480","TR_201705C.1","Pinnularia sp. 5 CS-2011",6
"15481","TR_201705C.1","Porichthys notatus",1560
"15482","TR_201705C.1","Pseudochattonella farcimen",245
"15483","TR_201705C.1","Rhinogobiops nicholsii",114
"15484","TR_201705C.1","Rhizosolenia setigera",3
"15485","TR_201705C.1","Saprolegnia diclina",580
"15486","TR_201705C.1","Skeletonema japonicum",16
"15487","TR_201705C.1","Thalassionema nitzschioides",6
"15488","TR_201705C.1","Thalassiosira nordenskioeldii",86
"15489","TR_201705C.1","Triparma laevis",74
"15490","TR_201705C.1",NA,35136
"15491","TR_201705C.2","Aequorea sp. MW-2012",31
"15492","TR_201705C.2","Attheya longicornis",83
"15493","TR_201705C.2","Bathycoccus prasinos",5
"15494","TR_201705C.2","Brachionidae sp. SHYT150702c",6
"15495","TR_201705C.2","Calanus pacificus",122
"15496","TR_201705C.2","Caulacanthus ustulatus",3
"15497","TR_201705C.2","Centropages abdominalis",3826
"15498","TR_201705C.2","Chaetoceros socialis",204
"15499","TR_201705C.2","Chrysochromulina sp. CCMP291",29
"15500","TR_201705C.2","Cliona chilensis",43
"15501","TR_201705C.2","Coscinodiscus wailesii",3
"15502","TR_201705C.2","Cylindrotheca closterium",34
"15503","TR_201705C.2","Dictyocha speculum",8
"15504","TR_201705C.2","Ditylum brightwellii",76
"15505","TR_201705C.2","Emiliania huxleyi",15162
"15506","TR_201705C.2","Halichondria panicea",7
"15507","TR_201705C.2","Leathesia marina",3
"15508","TR_201705C.2","Lichtheimia ramosa",7
"15509","TR_201705C.2","Micromonas pusilla",7181
"15510","TR_201705C.2","Minutocellus polymorphus",1782
"15511","TR_201705C.2","Nitzschia cf. promare",9
"15512","TR_201705C.2","Ostrea lurida",44
"15513","TR_201705C.2","Paracalanus sp. C AC-2013",15
"15514","TR_201705C.2","Petalonia fascia",6
"15515","TR_201705C.2","Porichthys notatus",713
"15516","TR_201705C.2","Prasinoderma coloniale",445
"15517","TR_201705C.2","Rhizosolenia setigera",31
"15518","TR_201705C.2","Saprolegnia diclina",632
"15519","TR_201705C.2","Thalassionema nitzschioides",4
"15520","TR_201705C.2","Thalassiosira nordenskioeldii",168
"15521","TR_201705C.2","Triparma laevis",169
"15522","TR_201705C.2",NA,25936
"15523","TR_201705C.3","Attheya longicornis",62
"15524","TR_201705C.3","Bathycoccus prasinos",289
"15525","TR_201705C.3","Brachionidae sp. SHYT150702c",30
"15526","TR_201705C.3","Calanus pacificus",64
"15527","TR_201705C.3","Centropages abdominalis",3326
"15528","TR_201705C.3","Chaetoceros socialis",299
"15529","TR_201705C.3","Chrysochromulina sp. CCMP291",9
"15530","TR_201705C.3","Cliona chilensis",43
"15531","TR_201705C.3","Cylindrotheca closterium",38
"15532","TR_201705C.3","Cymbomonas tetramitiformis",8
"15533","TR_201705C.3","Dictyocha speculum",35
"15534","TR_201705C.3","Ditylum brightwellii",177
"15535","TR_201705C.3","Emiliania huxleyi",21200
"15536","TR_201705C.3","Gomphonema clevei",7
"15537","TR_201705C.3","Micromonas pusilla",9219
"15538","TR_201705C.3","Minutocellus polymorphus",2101
"15539","TR_201705C.3","Mytilus trossulus",37
"15540","TR_201705C.3","Navicula cryptocephala",10
"15541","TR_201705C.3","Nitzschia cf. promare",16
"15542","TR_201705C.3","Ostrea lurida",164
"15543","TR_201705C.3","Paracalanus sp. C AC-2013",28
"15544","TR_201705C.3","Porichthys notatus",1741
"15545","TR_201705C.3","Protoperidinium cf. depressum",9
"15546","TR_201705C.3","Rhizosolenia setigera",20
"15547","TR_201705C.3","Saprolegnia diclina",537
"15548","TR_201705C.3","Schistomeringos longicornis",67
"15549","TR_201705C.3","Skeletonema japonicum",29
"15550","TR_201705C.3","Thalassiosira nordenskioeldii",148
"15551","TR_201705C.3","Triparma laevis",134
"15552","TR_201705C.3",NA,30616
"15553","TR_201706A.1","Asterionellopsis guyunusae",28
"15554","TR_201706A.1","Balanus glandula",86
"15555","TR_201706A.1","Bathycoccus prasinos",174
"15556","TR_201706A.1","Blastocladiella emersonii",7
"15557","TR_201706A.1","Calanus pacificus",178
"15558","TR_201706A.1","Chaetoceros socialis",18
"15559","TR_201706A.1","Chattonella subsalsa",54
"15560","TR_201706A.1","Chrysochromulina sp. CCMP291",402
"15561","TR_201706A.1","Crepipatella lingulata",453
"15562","TR_201706A.1","Cymbomonas tetramitiformis",135
"15563","TR_201706A.1","Dolichomastix tenuilepis",54
"15564","TR_201706A.1","Emiliania huxleyi",165
"15565","TR_201706A.1","Loxothylacus panopaei",436
"15566","TR_201706A.1","Micromonas pusilla",7938
"15567","TR_201706A.1","Minutocellus polymorphus",708
"15568","TR_201706A.1","Nuttallia olivacea",9
"15569","TR_201706A.1","Ostrea lurida",2532
"15570","TR_201706A.1","Paracalanus sp. C AC-2013",95
"15571","TR_201706A.1","Pseudochattonella farcimen",592
"15572","TR_201706A.1","Rhizosolenia setigera",124
"15573","TR_201706A.1","Skeletonema dohrnii",181
"15574","TR_201706A.1","Skeletonema japonicum",29
"15575","TR_201706A.1","Thalassiosira nordenskioeldii",1253
"15576","TR_201706A.1",NA,38192
"15577","TR_201706A.2","Bathycoccus prasinos",3922
"15578","TR_201706A.2","Blastocladiella emersonii",156
"15579","TR_201706A.2","Calanus pacificus",1879
"15580","TR_201706A.2","Caulacanthus ustulatus",645
"15581","TR_201706A.2","Chaetoceros socialis",2
"15582","TR_201706A.2","Chattonella subsalsa",749
"15583","TR_201706A.2","Chrysochromulina sp. CCMP291",34
"15584","TR_201706A.2","Crassostrea gigas",12
"15585","TR_201706A.2","Crepipatella lingulata",1290
"15586","TR_201706A.2","Cylindrotheca closterium",77
"15587","TR_201706A.2","Dictyocha speculum",1645
"15588","TR_201706A.2","Emiliania huxleyi",1226
"15589","TR_201706A.2","Loxothylacus panopaei",2482
"15590","TR_201706A.2","Micromonas pusilla",10536
"15591","TR_201706A.2","Minutocellus polymorphus",163
"15592","TR_201706A.2","Mytilus trossulus",386
"15593","TR_201706A.2","Nuttallia olivacea",11
"15594","TR_201706A.2","Ostrea lurida",4271
"15595","TR_201706A.2","Paracalanus sp. C AC-2013",764
"15596","TR_201706A.2","Plagiogramma sp. IAL-2014a",8
"15597","TR_201706A.2","Pseudochattonella farcimen",166
"15598","TR_201706A.2","Rhizosolenia setigera",397
"15599","TR_201706A.2","Skeletonema dohrnii",38
"15600","TR_201706A.2","Thalassiosira nordenskioeldii",2117
"15601","TR_201706A.2",NA,67018
"15602","TR_201706A.3","Asterionellopsis guyunusae",102
"15603","TR_201706A.3","Balanus balanus",4187
"15604","TR_201706A.3","Balanus glandula",96
"15605","TR_201706A.3","Bathycoccus prasinos",1542
"15606","TR_201706A.3","Blastocladiella emersonii",16
"15607","TR_201706A.3","Calanus pacificus",4912
"15608","TR_201706A.3","Crassostrea gigas",10
"15609","TR_201706A.3","Crepipatella lingulata",3130
"15610","TR_201706A.3","Ditylum brightwellii",413
"15611","TR_201706A.3","Emiliania huxleyi",1243
"15612","TR_201706A.3","Loxothylacus panopaei",4155
"15613","TR_201706A.3","Micromonas pusilla",15405
"15614","TR_201706A.3","Minutocellus polymorphus",1377
"15615","TR_201706A.3","Mytilus trossulus",1142
"15616","TR_201706A.3","Nuttallia olivacea",205
"15617","TR_201706A.3","Ostrea lurida",14006
"15618","TR_201706A.3","Paracalanus sp. C AC-2013",1678
"15619","TR_201706A.3","Pedospumella sinomuralis",100
"15620","TR_201706A.3","Phaeocystis antarctica",3359
"15621","TR_201706A.3","Pseudochattonella farcimen",1602
"15622","TR_201706A.3","Rhizosolenia setigera",408
"15623","TR_201706A.3","Skeletonema dohrnii",1779
"15624","TR_201706A.3","Skeletonema japonicum",106
"15625","TR_201706A.3","Thalassiosira nordenskioeldii",5288
"15626","TR_201706A.3","Triparma laevis",204
"15627","TR_201706A.3",NA,108507
"15628","TR_201706B.1","Asterionellopsis guyunusae",15
"15629","TR_201706B.1","Balanus balanus",51
"15630","TR_201706B.1","Balanus glandula",357
"15631","TR_201706B.1","Bathycoccus prasinos",4684
"15632","TR_201706B.1","Blastocladiella emersonii",4
"15633","TR_201706B.1","Calanus pacificus",2165
"15634","TR_201706B.1","Chaetoceros socialis",41
"15635","TR_201706B.1","Chaetoceros sp. MBTD-CMFRI-S062",184
"15636","TR_201706B.1","Chattonella subsalsa",202
"15637","TR_201706B.1","Chrysochromulina sp. CCMP291",4
"15638","TR_201706B.1","Crassostrea gigas",75
"15639","TR_201706B.1","Ditylum brightwellii",80
"15640","TR_201706B.1","Dolichomastix tenuilepis",35
"15641","TR_201706B.1","Emiliania huxleyi",1099
"15642","TR_201706B.1","Haramonas dimorpha",19
"15643","TR_201706B.1","Hematodinium sp.",11
"15644","TR_201706B.1","Lottia paradigitalis",892
"15645","TR_201706B.1","Loxothylacus panopaei",1223
"15646","TR_201706B.1","Micromonas pusilla",8371
"15647","TR_201706B.1","Minutocellus polymorphus",1577
"15648","TR_201706B.1","Mytilus trossulus",256
"15649","TR_201706B.1","Navicula cryptocephala",18
"15650","TR_201706B.1","Paracalanus sp. C AC-2013",534
"15651","TR_201706B.1","Penicillium rubens",4
"15652","TR_201706B.1","Prasinoderma coloniale",324
"15653","TR_201706B.1","Pseudochattonella farcimen",711
"15654","TR_201706B.1","Pythium tracheiphilum",54
"15655","TR_201706B.1","Rhizosolenia setigera",405
"15656","TR_201706B.1","Skeletonema dohrnii",189
"15657","TR_201706B.1","Skeletonema japonicum",4
"15658","TR_201706B.1","Thalassiosira nordenskioeldii",214
"15659","TR_201706B.1","Triparma laevis",801
"15660","TR_201706B.1",NA,56940
"15661","TR_201706B.2","Balanus glandula",27
"15662","TR_201706B.2","Bathycoccus prasinos",721
"15663","TR_201706B.2","Blastocladiella emersonii",7
"15664","TR_201706B.2","Calanus pacificus",927
"15665","TR_201706B.2","Caulacanthus ustulatus",82
"15666","TR_201706B.2","Chrysochromulina sp. CCMP291",49
"15667","TR_201706B.2","Crassostrea gigas",73
"15668","TR_201706B.2","Cylindrotheca closterium",411
"15669","TR_201706B.2","Ditylum brightwellii",13
"15670","TR_201706B.2","Emiliania huxleyi",1496
"15671","TR_201706B.2","Gelidiophycus freshwateri",88
"15672","TR_201706B.2","Gelidium coulteri",148
"15673","TR_201706B.2","Gomphonema clevei",6
"15674","TR_201706B.2","Loxothylacus panopaei",235
"15675","TR_201706B.2","Micromonas pusilla",5164
"15676","TR_201706B.2","Minutocellus polymorphus",143
"15677","TR_201706B.2","Ostrea lurida",1356
"15678","TR_201706B.2","Paracalanus sp. C AC-2013",357
"15679","TR_201706B.2","Porichthys notatus",1281
"15680","TR_201706B.2","Prasinoderma coloniale",1749
"15681","TR_201706B.2","Pseudochattonella farcimen",1083
"15682","TR_201706B.2","Rhizosolenia setigera",164
"15683","TR_201706B.2","Saxidomus gigantea",6
"15684","TR_201706B.2","Skeletonema dohrnii",141
"15685","TR_201706B.2","Thalassiosira nordenskioeldii",185
"15686","TR_201706B.2","Triparma laevis",36
"15687","TR_201706B.2",NA,40173
"15688","TR_201706B.3","Balanus balanus",271
"15689","TR_201706B.3","Balanus glandula",352
"15690","TR_201706B.3","Bathycoccus prasinos",975
"15691","TR_201706B.3","Blastocladiella emersonii",453
"15692","TR_201706B.3","Calanus pacificus",813
"15693","TR_201706B.3","Chattonella subsalsa",224
"15694","TR_201706B.3","Chrysochromulina sp. CCMP291",70
"15695","TR_201706B.3","Crassostrea gigas",133
"15696","TR_201706B.3","Cylindrotheca closterium",17
"15697","TR_201706B.3","Ditylum brightwellii",36
"15698","TR_201706B.3","Emiliania huxleyi",1477
"15699","TR_201706B.3","Haptoglossa sp. DM2 4/12",3
"15700","TR_201706B.3","Haramonas dimorpha",55
"15701","TR_201706B.3","Hematodinium sp.",58
"15702","TR_201706B.3","Loxothylacus panopaei",2236
"15703","TR_201706B.3","Micromonas pusilla",9174
"15704","TR_201706B.3","Mytilus trossulus",603
"15705","TR_201706B.3","Navicula cryptocephala",25
"15706","TR_201706B.3","Nuttallia olivacea",23
"15707","TR_201706B.3","Ostrea lurida",1215
"15708","TR_201706B.3","Paracalanus sp. C AC-2013",811
"15709","TR_201706B.3","Poteriospumella lacustris",68
"15710","TR_201706B.3","Pseudochattonella farcimen",1203
"15711","TR_201706B.3","Pythium tracheiphilum",90
"15712","TR_201706B.3","Rhizosolenia setigera",353
"15713","TR_201706B.3","Skeletonema dohrnii",495
"15714","TR_201706B.3","Thalassiosira nordenskioeldii",389
"15715","TR_201706B.3","Triparma laevis",701
"15716","TR_201706B.3",NA,69552
"15717","TR_201706C.1","Asterionellopsis guyunusae",32
"15718","TR_201706C.1","Balanus balanus",944
"15719","TR_201706C.1","Bathycoccus prasinos",1061
"15720","TR_201706C.1","Calanus pacificus",4201
"15721","TR_201706C.1","Callithamnion corymbosum",34
"15722","TR_201706C.1","Crassostrea gigas",12
"15723","TR_201706C.1","Lichtheimia ramosa",257
"15724","TR_201706C.1","Loxothylacus panopaei",1231
"15725","TR_201706C.1","Micromonas pusilla",9912
"15726","TR_201706C.1","Minutocellus polymorphus",524
"15727","TR_201706C.1","Mytilus trossulus",3244
"15728","TR_201706C.1","Nuttallia olivacea",5
"15729","TR_201706C.1","Paracalanus sp. C AC-2013",574
"15730","TR_201706C.1","Protoperidinium cf. depressum",8
"15731","TR_201706C.1","Pseudochattonella farcimen",233
"15732","TR_201706C.1","Rhizosolenia setigera",19
"15733","TR_201706C.1","Thalassiosira nordenskioeldii",4
"15734","TR_201706C.1",NA,48502
"15735","TR_201706C.2","Bathycoccus prasinos",7795
"15736","TR_201706C.2","Calanus pacificus",4985
"15737","TR_201706C.2","Caulacanthus ustulatus",312
"15738","TR_201706C.2","Chrysochromulina sp. CCMP291",130
"15739","TR_201706C.2","Chthamalus dalli",1132
"15740","TR_201706C.2","Crassostrea gigas",22
"15741","TR_201706C.2","Dictyocha speculum",3666
"15742","TR_201706C.2","Emiliania huxleyi",3
"15743","TR_201706C.2","Gracilaria vermiculophylla",479
"15744","TR_201706C.2","Loxothylacus panopaei",2676
"15745","TR_201706C.2","Micromonas pusilla",7525
"15746","TR_201706C.2","Minutocellus polymorphus",10
"15747","TR_201706C.2","Mytilus trossulus",3030
"15748","TR_201706C.2","Nuttallia olivacea",34
"15749","TR_201706C.2","Ostrea lurida",104
"15750","TR_201706C.2","Paracalanus sp. C AC-2013",828
"15751","TR_201706C.2","Prasinoderma coloniale",9
"15752","TR_201706C.2","Pseudochattonella farcimen",1205
"15753","TR_201706C.2","Rhizosolenia setigera",147
"15754","TR_201706C.2","Skeletonema dohrnii",31
"15755","TR_201706C.2",NA,55483
"15756","TR_201706C.3","Bathycoccus prasinos",3694
"15757","TR_201706C.3","Calanus pacificus",2936
"15758","TR_201706C.3","Chaetoceros socialis",15
"15759","TR_201706C.3","Ditylum brightwellii",231
"15760","TR_201706C.3","Loxothylacus panopaei",787
"15761","TR_201706C.3","Micromonas pusilla",4838
"15762","TR_201706C.3","Mytilus trossulus",3207
"15763","TR_201706C.3","Paracalanus sp. C AC-2013",544
"15764","TR_201706C.3","Porichthys notatus",2499
"15765","TR_201706C.3","Pseudocalanus newmani",5
"15766","TR_201706C.3","Pseudochattonella farcimen",1742
"15767","TR_201706C.3","Rhizosolenia setigera",7
"15768","TR_201706C.3","Skeletonema dohrnii",5
"15769","TR_201706C.3",NA,49185
"15770","TR_201707A.1","Bathycoccus prasinos",688
"15771","TR_201707A.1","Botrylloides violaceus",2
"15772","TR_201707A.1","Cylindrotheca closterium",25
"15773","TR_201707A.1","Emiliania huxleyi",21296
"15774","TR_201707A.1","Micromonas pusilla",2650
"15775","TR_201707A.1","Minutocellus polymorphus",21160
"15776","TR_201707A.1","Ostrea lurida",14
"15777","TR_201707A.1",NA,30500
"15778","TR_201707A.2","Bathycoccus prasinos",2082
"15779","TR_201707A.2","Blastocladiella emersonii",4
"15780","TR_201707A.2","Cylindrotheca closterium",723
"15781","TR_201707A.2","Emiliania huxleyi",26650
"15782","TR_201707A.2","Gracilaria vermiculophylla",6
"15783","TR_201707A.2","Littorina scutulata",4
"15784","TR_201707A.2","Micromonas pusilla",7417
"15785","TR_201707A.2","Minutocellus polymorphus",28053
"15786","TR_201707A.2","Navicula cryptocephala",25
"15787","TR_201707A.2","Nitzschia longissima",73
"15788","TR_201707A.2","Ostrea lurida",1096
"15789","TR_201707A.2","Paracalanus sp. C AC-2013",7
"15790","TR_201707A.2","Prasinoderma coloniale",59
"15791","TR_201707A.2","Pseudochattonella farcimen",60
"15792","TR_201707A.2","Ruditapes philippinarum",24
"15793","TR_201707A.2","Thalassiosira punctigera",4
"15794","TR_201707A.2","Triparma laevis",72
"15795","TR_201707A.2",NA,42862
"15796","TR_201707A.3","Balanus glandula",6
"15797","TR_201707A.3","Bathycoccus prasinos",2543
"15798","TR_201707A.3","Botrylloides violaceus",11
"15799","TR_201707A.3","Chaetoceros socialis",8
"15800","TR_201707A.3","Crassostrea gigas",4
"15801","TR_201707A.3","Cylindrotheca closterium",511
"15802","TR_201707A.3","Emiliania huxleyi",33722
"15803","TR_201707A.3","Micromonas pusilla",8003
"15804","TR_201707A.3","Minutocellus polymorphus",31738
"15805","TR_201707A.3","Nitzschia longissima",21
"15806","TR_201707A.3","Ostrea lurida",520
"15807","TR_201707A.3","Podosira stelligera",9
"15808","TR_201707A.3","Porichthys notatus",57
"15809","TR_201707A.3","Prasinoderma coloniale",460
"15810","TR_201707A.3","Pseudochattonella farcimen",62
"15811","TR_201707A.3","Ruditapes philippinarum",8
"15812","TR_201707A.3","Triparma laevis",57
"15813","TR_201707A.3",NA,53091
"15814","TR_201707B.1","Bathycoccus prasinos",987
"15815","TR_201707B.1","Ceramium sp. 3Cal",6
"15816","TR_201707B.1","Chaetoceros socialis",9
"15817","TR_201707B.1","Cylindrotheca closterium",880
"15818","TR_201707B.1","Emiliania huxleyi",23312
"15819","TR_201707B.1","Hematodinium sp.",3
"15820","TR_201707B.1","Micromonas pusilla",4271
"15821","TR_201707B.1","Minutocellus polymorphus",18108
"15822","TR_201707B.1","Navicula cryptocephala",95
"15823","TR_201707B.1","Nitzschia longissima",7
"15824","TR_201707B.1","Ostrea lurida",422
"15825","TR_201707B.1","Paracalanus sp. C AC-2013",13
"15826","TR_201707B.1","Pseudochattonella farcimen",10
"15827","TR_201707B.1","Ruditapes philippinarum",18
"15828","TR_201707B.1","Thalassiosira punctigera",23
"15829","TR_201707B.1","Triparma laevis",45
"15830","TR_201707B.1",NA,39362
"15831","TR_201707B.2","Bathycoccus prasinos",1747
"15832","TR_201707B.2","Botrylloides violaceus",7
"15833","TR_201707B.2","Ceramium sp. 3Cal",13
"15834","TR_201707B.2","Cylindrotheca closterium",1327
"15835","TR_201707B.2","Emiliania huxleyi",24295
"15836","TR_201707B.2","Hematodinium sp.",11
"15837","TR_201707B.2","Micromonas pusilla",5948
